step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
4880,1.5877,0.112554,2.382727,0.000000,0.122114,2.155704,0.000000,0.000000,0.000000,0.000000
4900,1.5942,0.112739,2.371902,0.000000,0.122009,2.155447,0.000000,0.000000,0.000000,0.000000
4920,1.6007,0.112981,2.381596,0.000000,0.122097,2.163692,0.000000,0.000000,0.000000,0.000000
4940,1.6072,0.113176,2.369754,0.000000,0.121627,2.155858,0.000000,0.000000,0.000000,0.000000
4960,1.6137,0.113236,2.384999,0.000000,0.121180,2.226076,0.000000,0.000000,0.000000,0.000000
4980,1.6202,0.113509,2.477180,0.000000,0.121126,2.238376,0.000000,0.000000,0.000000,0.000000
5000,1.6267,0.113906,2.489550,0.000000,0.121472,2.248085,0.000000,0.000000,0.000000,0.000000
5020,1.6332,0.114205,2.515637,0.000000,0.121624,2.243961,0.000000,0.000000,0.000000,0.000000
5040,1.6397,0.114505,2.509137,0.000000,0.121796,2.237617,0.000000,0.000000,0.000000,0.000000
5060,1.6462,0.114945,2.496721,0.000000,0.121688,2.243778,0.000000,0.000000,0.000000,0.000000
5080,1.6527,0.115280,2.481572,0.000000,0.122008,2.214931,0.000000,0.000000,0.000000,0.000000
5100,1.6592,0.114799,2.444206,0.000000,0.121948,2.218390,0.000000,0.000000,0.000000,0.000000
5120,1.6657,0.114944,2.408635,0.000000,0.122141,2.213989,0.000000,0.000000,0.000000,0.000000
5140,1.6723,0.114948,2.435126,0.000000,0.122191,2.187313,0.000000,0.000000,0.000000,0.000000
5160,1.6788,0.115158,2.422227,0.000000,0.122563,2.181961,0.000000,0.000000,0.000000,0.000000
5180,1.6853,0.115130,2.369719,0.000000,0.123113,2.189238,0.000000,0.000000,0.000000,0.000000
